Id,ActivityDate,TotalSteps,TotalDistance,TrackerDistance,LoggedActivitiesDistance,VeryActiveDistance,ModeratelyActiveDistance,LightActiveDistance,SedentaryActiveDistance,VeryActiveMinutes,FairlyActiveMinutes,LightlyActiveMinutes,SedentaryMinutes,Calories,TotalActiveMinutes,TotalMinutesAsleep,TotalTimeInBed
1503960366,2016-03-25,11004,7.110000134,7.110000134,0.0,2.569999933,0.4600000083,4.070000172,0.0,33,12,205,804,1819,250,,
1503960366,2016-03-26,17609,11.55000019,11.55000019,0.0,6.920000076,0.7300000191,3.910000086,0.0,89,17,274,588,2154,380,,
1503960366,2016-03-27,12736,8.529999733,8.529999733,0.0,4.659999847,0.1599999964,3.710000038,0.0,56,5,268,605,1944,329,,
1503960366,2016-03-28,13231,8.930000305,8.930000305,0.0,3.190000057,0.7900000215,4.949999809,0.0,39,20,224,1080,1932,283,,
1503960366,2016-03-29,12041,7.849999905,7.849999905,0.0,2.160000086,1.090000033,4.610000134,0.0,28,28,243,763,1886,299,,
1503960366,2016-03-30,10970,7.159999847,7.159999847,0.0,2.359999895,0.5099999905,4.289999962,0.0,30,13,223,1174,1820,266,,
1503960366,2016-03-31,12256,7.860000134,7.860000134,0.0,2.289999962,0.4900000095,5.039999962,0.0,33,12,239,820,1889,284,,
1503960366,2016-04-01,12262,7.869999886,7.869999886,0.0,3.319999933,0.8299999833,3.640000105,0.0,47,21,200,866,1868,268,,
1503960366,2016-04-02,11248,7.25,7.25,0.0,3.0,0.4499999881,3.74000001,0.0,40,11,244,636,1843,295,,
1503960366,2016-04-03,10016,6.369999886,6.369999886,0.0,0.9100000262,1.279999971,4.179999828,0.0,15,30,314,655,1850,359,,
1503960366,2016-04-04,14557,9.800000191,9.800000191,0.0,3.390000105,0.6999999881,5.690000057,0.0,43,18,285,757,2030,346,,
1503960366,2016-04-05,14844,9.729999542,9.729999542,0.0,2.940000057,0.7599999905,6.039999962,0.0,36,18,341,736,2083,395,,
1503960366,2016-04-06,11974,7.670000076,7.670000076,0.0,2.039999962,0.4799999893,5.150000095,0.0,27,12,228,1173,1861,267,,
1503960366,2016-04-07,10198,6.440000057,6.440000057,0.0,1.200000048,0.7900000215,4.449999809,0.0,17,20,195,1208,1755,232,,
1503960366,2016-04-08,12521,7.940000057,7.940000057,0.0,3.309999943,0.8999999762,3.74000001,0.0,46,22,212,1160,1895,280,,
1503960366,2016-04-09,12432,8.100000381,8.100000381,0.0,2.589999914,0.5899999738,4.920000076,0.0,32,15,248,738,1883,295,,
1503960366,2016-04-10,10057,6.980000019,6.980000019,0.0,4.0,0.4900000095,2.480000019,0.0,44,13,168,737,1755,225,,
1503960366,2016-04-11,10990,7.260000229,7.260000229,0.0,2.039999962,0.5699999928,4.650000095,0.0,26,14,216,855,1811,256,,
1503960366,2016-04-12,224,0.1400000006,0.1400000006,0.0,0.0,0.0,0.1299999952,0.0,0,0,9,32,50,9,327.0,346.0
1624580081,2016-03-25,1810,1.179999948,1.179999948,0.0,0.0,0.0,1.129999995,0.009999999776,0,0,121,1319,1373,121,,
1624580081,2016-03-26,815,0.5299999714,0.5299999714,0.0,0.0,0.0,0.5299999714,0.0,0,0,47,1393,1264,47,,
1624580081,2016-03-27,1985,1.289999962,1.289999962,0.0,0.0,0.0,1.279999971,0.009999999776,0,0,112,1328,1350,112,,
1624580081,2016-03-28,1905,1.24000001,1.24000001,0.0,0.0,0.0,1.24000001,0.0,0,0,95,1345,1342,95,,
1624580081,2016-03-29,1552,1.00999999,1.00999999,0.0,0.0,0.0,1.0,0.0,0,0,66,1374,1300,66,,
1624580081,2016-03-30,1675,1.090000033,1.090000033,0.0,0.0,0.0,1.090000033,0.0,0,0,84,1356,1313,84,,
1624580081,2016-03-31,4506,2.930000067,2.930000067,0.0,0.5099999905,0.2700000107,2.150000095,0.009999999776,7,4,144,1285,1498,155,,
1624580081,2016-04-01,9218,5.989999771,5.989999771,0.0,0.0,0.0,5.96999979,0.009999999776,0,0,221,1219,1541,221,,
1624580081,2016-04-02,1556,1.00999999,1.00999999,0.0,0.0,0.0,1.00999999,0.009999999776,0,0,88,1352,1327,88,,
1624580081,2016-04-03,2910,1.889999986,1.889999986,0.0,0.0,0.0,1.879999995,0.009999999776,0,0,157,1283,1452,157,,
1624580081,2016-04-04,18464,12.0,12.0,0.0,0.0,0.0,12.0,0.0,0,0,270,1170,1574,270,,
1624580081,2016-04-05,1335,0.8700000048,0.8700000048,0.0,0.0,0.0,0.8700000048,0.0,0,0,74,1366,1308,74,,
1624580081,2016-04-06,1004,0.6499999762,0.6499999762,0.0,0.0,0.0,0.6499999762,0.0,0,0,55,1385,1276,55,,
1624580081,2016-04-07,1111,0.7200000286,0.7200000286,0.0,0.0,0.0,0.7200000286,0.0,0,0,54,1386,1278,54,,
1624580081,2016-04-08,6344,4.119999886,4.119999886,0.0,0.0,0.0,4.099999905,0.0,0,0,143,1297,1409,143,,
1624580081,2016-04-09,3572,2.319999933,2.319999933,0.0,0.0,0.0,2.289999962,0.02999999933,0,0,122,1318,1370,122,,
1624580081,2016-04-10,3910,2.539999962,2.539999962,0.0,0.4699999988,0.25,1.809999943,0.009999999776,7,7,186,1240,1555,200,,
1624580081,2016-04-11,10000,6.5,6.5,0.0,0.0,0.0,6.5,0.0,0,0,172,1268,1469,172,,
1624580081,2016-04-12,6627,4.309999943,4.309999943,0.0,0.0,0.0,4.309999943,0.0,0,0,89,604,706,89,,
1644430081,2016-04-01,4636,3.410000086,3.410000086,0.0,0.0,0.7799999714,2.599999905,0.02999999933,0,16,586,838,3323,602,,
1644430081,2016-04-02,20237,14.71000004,14.71000004,0.0,2.569999933,6.400000095,5.730000019,0.009999999776,34,141,347,918,4029,522,,
1644430081,2016-04-03,12912,9.409999847,9.409999847,0.0,4.829999924,0.7699999809,3.789999962,0.02999999933,59,16,283,1082,3436,358,,
1644430081,2016-04-04,2819,2.049999952,2.049999952,0.0,0.3100000024,0.1700000018,1.559999943,0.009999999776,4,4,87,1345,2444,95,,
1644430081,2016-04-05,9921,7.210000038,7.210000038,0.0,0.3400000036,1.519999981,5.360000134,0.0,5,35,219,1181,3098,259,,
1644430081,2016-04-06,8046,5.849999905,5.849999905,0.0,1.289999962,2.119999886,2.450000048,0.0,18,41,137,1244,2925,196,,
1644430081,2016-04-07,11166,8.119999886,8.119999886,0.0,0.2099999934,2.410000086,5.5,0.0,3,58,230,1149,3202,291,,
1644430081,2016-04-08,7842,5.699999809,5.699999809,0.0,0.4799999893,2.410000086,2.809999943,0.0,7,43,161,1229,2928,211,,
1644430081,2016-04-09,13840,10.06000042,10.06000042,0.0,1.309999943,3.720000029,5.03000021,0.0,18,81,192,1149,3290,291,,
1644430081,2016-04-10,1329,0.9700000286,0.9700000286,0.0,0.0,0.0,0.9700000286,0.0,0,0,35,207,489,35,,
1844505072,2016-04-01,6847,4.53000021,4.53000021,0.0,0.6100000143,0.3700000048,3.549999952,0.0,9,9,251,1171,1969,269,,
1844505072,2016-04-02,5367,3.549999952,3.549999952,0.0,0.0,0.0,3.549999952,0.0,0,0,263,1177,1889,263,,
1844505072,2016-04-03,2841,1.879999995,1.879999995,0.0,0.0,0.0,1.879999995,0.0,0,0,136,1114,1636,136,,
1844505072,2016-04-04,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,669,1347,0,,
1844505072,2016-04-05,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1440,1347,0,,
1844505072,2016-04-06,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,1439,1349,1,,
1844505072,2016-04-07,6344,4.190000057,4.190000057,0.0,0.0,0.0,4.190000057,0.0,0,0,290,1150,1965,290,,
1844505072,2016-04-08,5316,3.50999999,3.50999999,0.0,0.0,0.0,3.50999999,0.0,0,0,221,1219,1824,221,,
1844505072,2016-04-09,4979,3.289999962,3.289999962,0.0,0.0,0.0,3.289999962,0.0,0,0,184,620,1807,184,,
1844505072,2016-04-10,6556,4.340000153,4.340000153,0.0,0.0,0.0,4.329999924,0.0,0,0,305,810,1971,305,,
1844505072,2016-04-11,5430,3.589999914,3.589999914,0.0,0.0,0.0,3.589999914,0.0,0,0,251,1189,1888,251,,
1844505072,2016-04-12,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,426,399,0,,
1927972279,2016-04-01,4317,2.99000001,2.99000001,0.0,0.0,0.3700000048,2.619999886,0.0,0,11,192,854,2590,203,,
1927972279,2016-04-02,5662,3.920000076,3.920000076,0.0,0.0,0.0,3.920000076,0.0,0,0,267,858,2783,267,,
1927972279,2016-04-03,3198,2.210000038,2.210000038,0.0,0.0,0.0,2.210000038,0.0,0,0,146,1183,2449,146,,
1927972279,2016-04-04,2352,1.629999995,1.629999995,0.0,0.0,0.0,1.629999995,0.0,0,0,128,829,2380,128,,
1927972279,2016-04-05,2234,1.549999952,1.549999952,0.0,0.0,0.0,1.549999952,0.0,0,0,108,912,2344,108,,
1927972279,2016-04-06,1259,0.8700000048,0.8700000048,0.0,0.0,0.0,0.8700000048,0.0,0,0,73,938,2202,73,,
1927972279,2016-04-07,768,0.5299999714,0.5299999714,0.0,0.0,0.0,0.5299999714,0.0,0,0,43,1397,2130,43,,
1927972279,2016-04-08,519,0.3600000143,0.3600000143,0.0,0.0,0.0,0.3600000143,0.0,0,0,34,1406,2088,34,,
1927972279,2016-04-09,2523,1.75,1.75,0.0,0.0,0.3700000048,1.379999995,0.0,0,9,134,1250,2443,143,,
1927972279,2016-04-10,2105,1.460000038,1.460000038,0.0,0.0,0.0,1.460000038,0.0,0,0,139,805,2442,139,,
1927972279,2016-04-11,1209,0.8399999738,0.8399999738,0.0,0.0,0.0,0.8399999738,0.0,0,0,73,842,2255,73,,
1927972279,2016-04-12,24,0.01999999955,0.01999999955,0.0,0.0,0.0,0.01999999955,0.0,0,0,3,161,942,3,750.0,775.0
2022484408,2016-04-01,13603,9.600000381,9.600000381,0.0,5.460000038,0.6299999952,3.50999999,0.0,72,16,213,1139,2645,301,,
2022484408,2016-04-02,5477,3.839999914,3.839999914,0.0,0.0,0.0,3.839999914,0.0,0,0,237,1203,2040,237,,
2022484408,2016-04-03,11144,7.820000172,7.820000172,0.0,1.789999962,0.8899999857,5.139999866,0.0,25,22,279,1114,2395,326,,
2022484408,2016-04-04,15313,11.0,11.0,0.0,5.019999981,1.289999962,4.690000057,0.0,62,19,233,1126,2581,314,,
2022484408,2016-04-05,10805,7.590000153,7.590000153,0.0,0.7200000286,0.9800000191,5.889999866,0.0,36,37,298,1069,2735,371,,
2022484408,2016-04-06,15392,10.93000031,10.93000031,0.0,3.430000067,1.75,5.75,0.0,47,42,258,1093,2733,347,,
2022484408,2016-04-07,18247,13.82999992,13.82999992,0.0,7.110000134,2.210000038,4.510000229,0.0,72,62,252,1054,3021,386,,
2022484408,2016-04-08,13023,9.260000229,9.260000229,0.0,3.230000019,0.5600000024,5.46999979,0.0,40,12,296,1092,2577,348,,
2022484408,2016-04-09,16267,12.59000015,12.59000015,0.0,5.75,0.4699999988,6.369999886,0.0,44,16,302,1078,2811,362,,
2022484408,2016-04-10,10005,7.019999981,7.019999981,0.0,0.07999999821,1.049999952,5.900000095,0.0,1,23,339,1077,2458,363,,
2022484408,2016-04-11,10106,7.090000153,7.090000153,0.0,1.210000038,0.5600000024,5.329999924,0.0,41,16,272,1111,2568,329,,
2022484408,2016-04-12,6717,4.71999979,4.71999979,0.0,3.230000019,0.2199999988,1.269999981,0.0,41,5,67,551,1140,113,,
2026352035,2016-04-01,2605,1.620000005,1.620000005,0.0,0.0,0.0,1.620000005,0.0,0,0,166,729,1407,166,,
2026352035,2016-04-02,1229,0.7599999905,0.7599999905,0.0,0.0,0.0,0.7599999905,0.0,0,0,69,795,1237,69,,
2026352035,2016-04-03,2308,1.429999948,1.429999948,0.0,0.0,0.0,1.429999948,0.0,0,0,115,720,1330,115,,
2026352035,2016-04-04,6679,4.139999866,4.139999866,0.0,0.0,0.0,4.139999866,0.0,0,0,263,644,1583,263,,
2026352035,2016-04-05,5645,3.5,3.5,0.0,0.0,0.0,3.5,0.0,0,0,248,621,1538,248,,
2026352035,2016-04-06,3180,1.970000029,1.970000029,0.0,0.0,0.0,1.970000029,0.0,0,0,185,738,1421,185,,
2026352035,2016-04-07,2767,1.720000029,1.720000029,0.0,0.0,0.0,1.720000029,0.0,0,0,170,673,1392,170,,
2026352035,2016-04-08,3762,2.329999924,2.329999924,0.0,0.0,0.0,2.329999924,0.0,0,0,173,719,1425,173,,
2026352035,2016-04-09,3098,1.919999957,1.919999957,0.0,0.0,0.0,1.919999957,0.0,0,0,185,700,1413,185,,
2026352035,2016-04-10,5142,3.190000057,3.190000057,0.0,0.0,0.0,3.190000057,0.0,0,0,230,654,1515,230,,
2026352035,2016-04-11,3279,2.029999971,2.029999971,0.0,0.0,0.0,2.029999971,0.0,0,0,164,694,1405,164,,
2026352035,2016-04-12,1019,0.6299999952,0.6299999952,0.0,0.0,0.0,0.6299999952,0.0,0,0,64,223,600,64,503.0,546.0
2320127002,2016-04-01,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1440,1324,0,,
2320127002,2016-04-02,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1440,1324,0,,
2320127002,2016-04-03,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1440,1324,0,,
2320127002,2016-04-04,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1440,1324,0,,
2320127002,2016-04-05,4931,3.319999933,3.319999933,0.0,0.0,0.0,3.319999933,0.0,0,0,175,1265,1708,175,,
2320127002,2016-04-06,6999,4.71999979,4.71999979,0.0,0.0,0.0,4.71999979,0.0,0,0,320,1120,1950,320,,
2320127002,2016-04-07,1846,1.24000001,1.24000001,0.0,0.0,0.0,1.24000001,0.0,0,0,93,1347,1508,93,,
2320127002,2016-04-08,3417,2.299999952,2.299999952,0.0,0.0,0.0,2.299999952,0.0,0,0,153,1287,1625,153,,
2320127002,2016-04-09,4863,3.279999971,3.279999971,0.0,0.05999999866,0.4199999869,2.799999952,0.0,1,11,208,1220,1772,220,,
2320127002,2016-04-10,2277,1.529999971,1.529999971,0.0,0.0,0.0,1.529999971,0.0,0,0,103,1337,1530,103,,
2320127002,2016-04-11,11230,7.670000076,7.670000076,0.0,0.8899999857,0.1199999973,6.659999847,0.0,10,2,390,1038,2206,402,,
2320127002,2016-04-12,2098,1.409999967,1.409999967,0.0,0.0,0.0,1.409999967,0.0,0,0,69,617,790,69,,
2347167796,2016-03-29,10272,6.789999962,6.789999962,0.0,0.1599999964,3.119999886,3.5,0.0,2,58,208,700,2041,268,,
2347167796,2016-03-30,10533,7.099999905,7.099999905,0.0,1.769999981,2.059999943,3.269999981,0.0,21,35,255,615,2187,311,,
2347167796,2016-03-31,6760,4.46999979,4.46999979,0.0,0.0,0.0,4.46999979,0.0,0,0,250,613,1929,250,,
2347167796,2016-04-01,8328,5.510000229,5.510000229,0.0,0.0,2.0,3.5,0.0,0,33,212,804,1935,245,,
2347167796,2016-04-02,15459,10.22000027,10.22000027,0.0,3.589999914,0.8100000024,5.820000172,0.0,51,16,327,583,2438,394,,
2347167796,2016-04-03,7485,4.949999809,4.949999809,0.0,0.0,0.0,4.949999809,0.0,0,0,324,491,2035,324,,
2347167796,2016-04-04,10254,6.800000191,6.800000191,0.0,1.419999957,1.230000019,4.159999847,0.0,21,25,231,638,2099,277,,
2347167796,2016-04-05,10114,6.820000172,6.820000172,0.0,1.639999986,0.4799999893,4.679999828,0.0,18,9,269,696,2096,296,,
2347167796,2016-04-06,11107,7.340000153,7.340000153,0.0,0.8999999762,2.75999999,3.680000067,0.0,14,46,196,759,2058,256,,
2347167796,2016-04-07,10320,6.849999905,6.849999905,0.0,0.6800000072,1.230000019,4.940000057,0.0,15,32,315,1002,2338,362,,
2347167796,2016-04-08,10209,6.75,6.75,0.0,0.1599999964,0.349999994,6.230000019,0.0,2,6,316,711,2104,324,,
2347167796,2016-04-09,16081,10.63000011,10.63000011,0.0,1.25,1.820000052,7.559999943,0.0,16,32,401,970,2488,449,,
2347167796,2016-04-10,10078,6.829999924,6.829999924,0.0,1.019999981,0.1199999973,5.690000057,0.0,12,3,303,463,2164,318,,
2347167796,2016-04-11,10001,6.610000134,6.610000134,0.0,0.3300000131,2.930000067,3.359999895,0.0,5,52,196,788,2009,253,,
2347167796,2016-04-12,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,425,399,0,,
2873212765,2016-04-01,890,0.6000000238,0.6000000238,0.0,0.0,0.0,0.6000000238,0.0,0,0,41,1399,1335,41,,
2873212765,2016-04-02,2214,1.49000001,1.49000001,0.0,0.0,0.0,1.49000001,0.0,0,0,197,1243,1559,197,,
2873212765,2016-04-03,7640,5.130000114,5.130000114,0.0,0.1899999976,0.8000000119,4.150000095,0.0,3,15,315,1107,1845,333,,
2873212765,2016-04-04,9713,6.53000021,6.53000021,0.0,0.3400000036,0.8899999857,5.289999962,0.0,6,24,355,1055,2046,385,,
2873212765,2016-04-05,8432,5.670000076,5.670000076,0.0,0.0,0.0,5.650000095,0.009999999776,0,0,374,1066,1953,374,,
2873212765,2016-04-06,7350,4.940000057,4.940000057,0.0,0.0,0.0,4.940000057,0.0,0,0,382,1058,1910,382,,
2873212765,2016-04-07,9353,6.309999943,6.309999943,0.0,0.3700000048,0.6899999976,5.239999771,0.0,5,17,363,1055,2035,385,,
2873212765,2016-04-08,7157,4.809999943,4.809999943,0.0,0.0,0.0,4.809999943,0.0,0,0,380,1060,1944,380,,
2873212765,2016-04-09,14103,9.56000042,9.56000042,0.0,3.019999981,0.4099999964,6.139999866,0.009999999776,46,8,288,1098,2257,342,,
2873212765,2016-04-10,5290,3.549999952,3.549999952,0.0,0.03999999911,0.3400000036,3.170000076,0.0,1,8,251,1180,1724,260,,
2873212765,2016-04-11,7497,5.039999962,5.039999962,0.0,0.0,0.0,5.039999962,0.0,0,0,357,882,1741,357,,
2873212765,2016-04-12,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1440,0,0,,
2891001357,2016-03-29,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1440,1920,0,,
2891001357,2016-03-30,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1440,1920,0,,
2891001357,2016-03-31,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1440,1920,0,,
2891001357,2016-04-01,0,0.0,0.0,4.828032017,0.0,0.0,0.0,0.0,0,660,0,780,4562,660,,
2891001357,2016-04-02,4126,3.220000029,0.0,3.218688011,0.0,0.0,3.220000029,0.0,0,0,720,720,2881,720,,
2891001357,2016-04-03,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1440,1920,0,,
2891001357,2016-04-04,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1440,1920,0,,
2891001357,2016-04-05,2063,1.610000014,0.0,1.609344006,0.0,0.0,1.610000014,0.0,0,0,630,99,1144,630,,
3372868164,2016-04-01,5785,3.950000048,3.950000048,0.0,0.0,0.0,3.910000086,0.03999999911,0,0,311,1129,1852,311,,
3372868164,2016-04-02,7625,5.230000019,5.230000019,0.0,1.679999948,0.03999999911,3.5,0.009999999776,24,1,341,1074,2069,366,,
3372868164,2016-04-03,4706,3.210000038,3.210000038,0.0,0.0,0.0,3.210000038,0.0,0,0,299,1141,1816,299,,
3372868164,2016-04-04,5861,4.019999981,4.019999981,0.0,1.299999952,0.2199999988,2.49000001,0.009999999776,20,7,233,1180,1878,260,,
3372868164,2016-04-05,4460,3.039999962,3.039999962,0.0,0.0,0.0,3.019999981,0.02999999933,0,0,248,1192,1787,248,,
3372868164,2016-04-06,6406,4.389999866,4.389999866,0.0,0.7799999714,0.09000000358,3.519999981,0.009999999776,17,4,325,1094,2010,346,,
3372868164,2016-04-07,7392,5.099999905,5.099999905,0.0,0.8700000048,0.1599999964,4.050000191,0.01999999955,14,9,332,1085,2038,355,,
